year,region,state,unit_name,unit_type,visitors
1944,IM,UT,Timpanogos Cave National Monument,National Monument,19565
1945,IM,UT,Timpanogos Cave National Monument,National Monument,27213
1946,IM,UT,Timpanogos Cave National Monument,National Monument,56919
1947,IM,UT,Timpanogos Cave National Monument,National Monument,53128
1948,IM,UT,Timpanogos Cave National Monument,National Monument,60575
1949,IM,UT,Timpanogos Cave National Monument,National Monument,61411
1950,IM,UT,Timpanogos Cave National Monument,National Monument,65355
1951,IM,UT,Timpanogos Cave National Monument,National Monument,66291
1952,IM,UT,Timpanogos Cave National Monument,National Monument,68532
1953,IM,UT,Timpanogos Cave National Monument,National Monument,70638
1954,IM,UT,Timpanogos Cave National Monument,National Monument,72000
1955,IM,UT,Timpanogos Cave National Monument,National Monument,72400
1956,IM,UT,Timpanogos Cave National Monument,National Monument,76700
1957,IM,UT,Timpanogos Cave National Monument,National Monument,78900
1958,IM,UT,Timpanogos Cave National Monument,National Monument,89400
1959,IM,UT,Timpanogos Cave National Monument,National Monument,98200
1960,IM,UT,Timpanogos Cave National Monument,National Monument,110100
1961,IM,UT,Timpanogos Cave National Monument,National Monument,117900
1962,IM,UT,Timpanogos Cave National Monument,National Monument,133500
1963,IM,UT,Timpanogos Cave National Monument,National Monument,165700
1964,IM,UT,Timpanogos Cave National Monument,National Monument,165200
1965,IM,UT,Timpanogos Cave National Monument,National Monument,165500
1966,IM,UT,Timpanogos Cave National Monument,National Monument,193600
1967,IM,UT,Timpanogos Cave National Monument,National Monument,207200
1968,IM,UT,Timpanogos Cave National Monument,National Monument,221400
1969,IM,UT,Timpanogos Cave National Monument,National Monument,192800
1970,IM,UT,Timpanogos Cave National Monument,National Monument,166500
1971,IM,UT,Timpanogos Cave National Monument,National Monument,111400
1972,IM,UT,Timpanogos Cave National Monument,National Monument,194525
1973,IM,UT,Timpanogos Cave National Monument,National Monument,174600
1974,IM,UT,Timpanogos Cave National Monument,National Monument,226600
1975,IM,UT,Timpanogos Cave National Monument,National Monument,65500
1976,IM,UT,Timpanogos Cave National Monument,National Monument,76500
1977,IM,UT,Timpanogos Cave National Monument,National Monument,102900
1978,IM,UT,Timpanogos Cave National Monument,National Monument,118644
1979,IM,UT,Timpanogos Cave National Monument,National Monument,125080
1980,IM,UT,Timpanogos Cave National Monument,National Monument,107041
1981,IM,UT,Timpanogos Cave National Monument,National Monument,104497
1982,IM,UT,Timpanogos Cave National Monument,National Monument,104630
1983,IM,UT,Timpanogos Cave National Monument,National Monument,98475
1984,IM,UT,Timpanogos Cave National Monument,National Monument,119688
1985,IM,UT,Timpanogos Cave National Monument,National Monument,128622
1986,IM,UT,Timpanogos Cave National Monument,National Monument,124410
1987,IM,UT,Timpanogos Cave National Monument,National Monument,137279
1988,IM,UT,Timpanogos Cave National Monument,National Monument,138694
1989,IM,UT,Timpanogos Cave National Monument,National Monument,126876
1990,IM,UT,Timpanogos Cave National Monument,National Monument,114247
1991,IM,UT,Timpanogos Cave National Monument,National Monument,104745
1992,IM,UT,Timpanogos Cave National Monument,National Monument,120374
1993,IM,UT,Timpanogos Cave National Monument,National Monument,90803
1994,IM,UT,Timpanogos Cave National Monument,National Monument,77528
1995,IM,UT,Timpanogos Cave National Monument,National Monument,79641
1996,IM,UT,Timpanogos Cave National Monument,National Monument,97250
1997,IM,UT,Timpanogos Cave National Monument,National Monument,112777
1998,IM,UT,Timpanogos Cave National Monument,National Monument,119074
1999,IM,UT,Timpanogos Cave National Monument,National Monument,122778
2000,IM,UT,Timpanogos Cave National Monument,National Monument,115115
2001,IM,UT,Timpanogos Cave National Monument,National Monument,126270
2002,IM,UT,Timpanogos Cave National Monument,National Monument,114736
